author_name,developer_type,is_se_engineer,is_ml_engineer,is_hybrid_engineer,total_commits,projects_contributed,total_files_touched,owned_files,bugs_introduced,bugs_fixed,bug_introducing_ratio,deadcode_items_attribute,deadcode_items_class,deadcode_items_function,deadcode_items_other,deadcode_items_property,deadcode_items_total,deadcode_items_variable,design_smell_broken_hierarchy,design_smell_broken_modularization,design_smell_deep_hierarchy,design_smell_deficient_encapsulation,design_smell_feature_envy,design_smell_hub_like_modularization,design_smell_insufficient_modularization,design_smell_multifaceted_abstraction,design_smell_rebellious_hierarchy,design_smell_wide_hierarchy,fix_commit,impl_smell_complex_conditional,impl_smell_complex_method,impl_smell_empty_catch_clause,impl_smell_long_identifier,impl_smell_long_lambda_function,impl_smell_long_message_chain,impl_smell_long_method,impl_smell_long_parameter_list,impl_smell_long_statement,impl_smell_magic_number,impl_smell_missing_default,mlsmell_broadcasting_feature_not_used,mlsmell_chain_indexing,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_dataframe_conversion_api_misused,mlsmell_deterministic_algorithm_option_not_used,mlsmell_empty_column_misinitialization,mlsmell_gradients_not_cleared,mlsmell_hyperparameters_not_explicitly_set,mlsmell_in_place_apis_misused,mlsmell_matrix_multiplication_api_misused,mlsmell_memory_not_freed,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_nan_equivalence_comparison_misused,mlsmell_pytorch_call_method_misused,mlsmell_tensor_array_not_used,mlsmell_unnecessary_iteration,szz_introducing_commits_count,vuln_bandit_issues_high,vuln_bandit_issues_low,vuln_bandit_issues_medium,vuln_bandit_issues_total,vuln_bandit_test_ids
Hong Xu,SE-engineer,1,0,0,6,"['IBM MAX Fast Neural Style Transfer', 'IBM MAX Review Text Generator', 'IBM MAX Scene Classifier', 'IBM MAX Weather Forecaster']",7.0,['IBM MAX Weather Forecaster::core/__init__.py'],2,1,0.3333333333333333,0,0,0,15,0,40,25,0,6,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,25,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
Huanli Gong,SE-engineer,1,0,0,3,['IntelAI OpenVINO model server'],1.0,[],0,1,0.0,38,95,87,298,18,687,151,9,54,0,70,0,0,10,136,6,0,1,3,138,0,393,6,20,50,75,2051,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Mercier,SE-engineer,1,0,0,1,['Oslandia osm data classification'],4.0,[],0,0,0.0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hui Wang,ML-engineer,0,1,0,5,['neo ai neo ai dlr'],,[],2,2,0.4,5,0,5,36,0,197,151,0,0,0,8,27,0,1,5,0,0,2,5,50,0,8,0,5,1,0,232,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Hungryof,ML-engineer,0,1,0,4,['phillipi pix2pix'],,[],0,0,0.0,0,0,4,16,0,24,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,52,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyunsu Cho,Hybrid-engineer,0,0,1,2,['neo ai neo ai dlr'],2.0,[],0,0,0.0,0,0,0,28,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hzzone,SE-engineer,1,0,0,1,['ZheC Realtime Multi Person Pose Estimation'],,[],0,0,0.0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikram Ali,SE-engineer,1,0,0,96,['urduhack urduhack'],115.0,"['urduhack urduhack::docs/conf.py', 'urduhack urduhack::setup.py', 'urduhack urduhack::urduhack/__init__.py', 'urduhack urduhack::urduhack/about.py', 'urduhack urduhack::urduhack/arabic/__init__.py', 'urduhack urduhack::urduhack/arabic/tests/__init__.py', 'urduhack urduhack::urduhack/arabic/tests/test_text.py', 'urduhack urduhack::urduhack/arabic/text.py', 'urduhack urduhack::urduhack/command/cli.py', 'urduhack urduhack::urduhack/command/cmd_info.py', 'urduhack urduhack::urduhack/config.py', 'urduhack urduhack::urduhack/conll/__init__.py', 'urduhack urduhack::urduhack/conll/conllable.py', 'urduhack urduhack::urduhack/conll/exception.py', 'urduhack urduhack::urduhack/conll/parser.py', 'urduhack urduhack::urduhack/conll/reader.py', 'urduhack urduhack::urduhack/conll/tests/__init__.py', 'urduhack urduhack::urduhack/conll/tests/test_parser.py', 'urduhack urduhack::urduhack/conll/tests/test_reader.py', 'urduhack urduhack::urduhack/core/__init__.py', 'urduhack urduhack::urduhack/core/unit/__init__.py', 'urduhack urduhack::urduhack/core/unit/document.py', 'urduhack urduhack::urduhack/core/unit/sentence.py', 'urduhack urduhack::urduhack/core/unit/tests/__init__.py', 'urduhack urduhack::urduhack/core/unit/tests/test_document.py', 'urduhack urduhack::urduhack/core/unit/tests/test_sentence.py', 'urduhack urduhack::urduhack/core/unit/tests/test_token.py', 'urduhack urduhack::urduhack/core/unit/token.py', 'urduhack urduhack::urduhack/datasets/__init__.py', 'urduhack urduhack::urduhack/datasets/image/__init__.py', 'urduhack urduhack::urduhack/datasets/image/hand_written.py', 'urduhack urduhack::urduhack/datasets/text/__init__.py', 'urduhack urduhack::urduhack/datasets/text/imdb_urdu.py', 'urduhack urduhack::urduhack/errors.py', 'urduhack urduhack::urduhack/models/__init__.py', 'urduhack urduhack::urduhack/models/common/__init__.py', 'urduhack urduhack::urduhack/models/common/tests/__init__.py', 'urduhack urduhack::urduhack/models/common/tests/test_vocab.py', 'urduhack urduhack::urduhack/models/common/vocab.py', 'urduhack urduhack::urduhack/models/lemmatizer/__init__.py', 'urduhack urduhack::urduhack/models/lemmatizer/lemmatizer.py', 'urduhack urduhack::urduhack/models/ner/__init__.py', 'urduhack urduhack::urduhack/models/ner/model.py', 'urduhack urduhack::urduhack/models/ner/predict.py', 'urduhack urduhack::urduhack/models/pos_tagger/__init__.py', 'urduhack urduhack::urduhack/models/pos_tagger/model.py', 'urduhack urduhack::urduhack/models/pos_tagger/predict.py', 'urduhack urduhack::urduhack/normalization/__init__.py', 'urduhack urduhack::urduhack/normalization/character.py', 'urduhack urduhack::urduhack/normalization/character/__init__.py', 'urduhack urduhack::urduhack/normalization/character/mapping.py', 'urduhack urduhack::urduhack/normalization/character/tests/__init__.py', 'urduhack urduhack::urduhack/normalization/character/tests/test_mapping.py', 'urduhack urduhack::urduhack/normalization/regexes.py', 'urduhack urduhack::urduhack/normalization/space/__init__.py', 'urduhack urduhack::urduhack/normalization/space/tests/__init__.py', 'urduhack urduhack::urduhack/normalization/space/tests/test_words.py', 'urduhack urduhack::urduhack/normalization/space/util.py', 'urduhack urduhack::urduhack/normalization/space/words.py', 'urduhack urduhack::urduhack/normalization/tests/__init__.py', 'urduhack urduhack::urduhack/normalization/tests/test_character.py', 'urduhack urduhack::urduhack/normalization/tests/test_util.py', 'urduhack urduhack::urduhack/normalization/util.py', 'urduhack urduhack::urduhack/pipeline/__init__.py', 'urduhack urduhack::urduhack/pipeline/core.py', 'urduhack urduhack::urduhack/pipeline/parser.py', 'urduhack urduhack::urduhack/pipeline/parsers/__init__.py', 'urduhack urduhack::urduhack/pipeline/parsers/lemma.py', 'urduhack urduhack::urduhack/pipeline/parsers/ner.py', 'urduhack urduhack::urduhack/pipeline/parsers/normalize.py', 'urduhack urduhack::urduhack/pipeline/parsers/pos_tagger.py', 'urduhack urduhack::urduhack/pipeline/parsers/tokenize.py', 'urduhack urduhack::urduhack/preprocess/__init__.py', 'urduhack urduhack::urduhack/preprocess/tests/__init__.py', 'urduhack urduhack::urduhack/preprocess/tests/test_util.py', 'urduhack urduhack::urduhack/preprocess/util.py', 'urduhack urduhack::urduhack/preprocessing/__init__.py', 'urduhack urduhack::urduhack/preprocessing/character.py', 'urduhack urduhack::urduhack/preprocessing/regexes.py', 'urduhack urduhack::urduhack/preprocessing/tests/__init__.py', 'urduhack urduhack::urduhack/preprocessing/tests/test_character.py', 'urduhack urduhack::urduhack/preprocessing/tests/test_util.py', 'urduhack urduhack::urduhack/preprocessing/util.py', 'urduhack urduhack::urduhack/stop_words.py', 'urduhack urduhack::urduhack/tasks/__init__.py', 'urduhack urduhack::urduhack/tasks/_backend/__init__.py', 'urduhack urduhack::urduhack/tasks/_backend/_sentiment.py', 'urduhack urduhack::urduhack/tasks/sentiment.py', 'urduhack urduhack::urduhack/tasks/tests/__init__.py', 'urduhack urduhack::urduhack/tasks/tests/test_sentiment.py', 'urduhack urduhack::urduhack/tests/__init__.py', 'urduhack urduhack::urduhack/tests/test_about.py', 'urduhack urduhack::urduhack/tests/test_stop_words.py', 'urduhack urduhack::urduhack/tests/test_urdu_characters.py', 'urduhack urduhack::urduhack/tokenization/eos.py', 'urduhack urduhack::urduhack/tokenization/tests/test_eos.py', 'urduhack urduhack::urduhack/tokenization/tests/test_keras_tokenizer.py', 'urduhack urduhack::urduhack/tokenization/tests/test_word_tokenizer.py', 'urduhack urduhack::urduhack/tokenization/tests/test_words.py', 'urduhack urduhack::urduhack/tokenization/tokenizer.py', 'urduhack urduhack::urduhack/tokenization/words.py', 'urduhack urduhack::urduhack/tokenization/wtk.py', 'urduhack urduhack::urduhack/urdu_characters.py', 'urduhack urduhack::urduhack/utils/__init__.py', 'urduhack urduhack::urduhack/utils/arabic.py', 'urduhack urduhack::urduhack/utils/conll.py', 'urduhack urduhack::urduhack/utils/io.py', 'urduhack urduhack::urduhack/utils/resources.py', 'urduhack urduhack::urduhack/utils/tests/test_arabic.py', 'urduhack urduhack::urduhack/utils/tests/test_io.py', 'urduhack urduhack::urduhack/utils/tests/test_text.py', 'urduhack urduhack::urduhack/utils/text.py']",132,17,1.375,135,92,287,323,57,3438,2544,0,2,0,1515,63,0,44,782,2,0,17,0,170,0,277,0,0,147,24,7225,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0
Ioannis Xarchakos,SE-engineer,1,0,0,2,['ixarchakos nba games'],,[],0,0,0.0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Levy,SE-engineer,1,0,0,4,['clarkerubber irwin'],4.0,[],1,1,0.25,4,12,0,95,0,163,52,8,8,0,4,0,0,0,24,0,0,1,12,36,0,4,0,0,16,1,252,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jacob Gildenblat,SE-engineer,1,0,0,5,['jacobgil keras grad cam'],1.0,['jacobgil keras grad cam::grad-cam.py'],0,0,0.0,0,0,1,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Peddicord,SE-engineer,1,0,0,1,['neo ai neo ai dlr'],,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob27,SE-engineer,1,0,0,2,['IntelAI OpenVINO model server'],1.0,[],0,0,0.0,0,0,12,1,0,18,5,1,11,0,7,0,0,0,26,0,0,0,1,6,0,88,0,0,8,12,191,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Ficek,SE-engineer,1,0,0,48,['IntelAI OpenVINO model server'],4.0,"['IntelAI OpenVINO model server::example_client/grpc_binary_client.py', 'IntelAI OpenVINO model server::example_client/rest_binary_client.py', 'IntelAI OpenVINO model server::example_client/stateful/rest_stateful_client.py']",4,2,0.08333333333333333,86,47,643,161,0,1585,648,69,558,0,250,1,0,23,786,22,0,2,48,641,0,2886,7,81,413,537,11265,5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Jakub R a ski,SE-engineer,1,0,0,13,['IntelAI inference model manager'],6.0,[],1,1,0.07692307692307693,61,16,1,66,0,170,26,5,21,0,0,0,0,0,48,0,1,1,0,11,0,198,0,0,0,0,422,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
James Clarke,SE-engineer,1,0,0,531,['clarkerubber irwin'],189.0,"['clarkerubber irwin::Api.py', 'clarkerubber irwin::Env.py', 'clarkerubber irwin::GatherDataThread.py', 'clarkerubber irwin::RequestAnalyseReportThread.py', 'clarkerubber irwin::WebEnv.py', 'clarkerubber irwin::__init__.py', 'clarkerubber irwin::app.py', 'clarkerubber irwin::basic-queue-manager.py', 'clarkerubber irwin::basicQueueManager.py', 'clarkerubber irwin::bin/inspect_checkpoint.py', 'clarkerubber irwin::bin/mongodb/addDateToPlayer.py', 'clarkerubber irwin::bin/mongodb/addGameAnalysedBool.py', 'clarkerubber irwin::client.py', 'clarkerubber irwin::conf/ConfigWrapper.py', 'clarkerubber irwin::data/__init__.py', 'clarkerubber irwin::deep-queue-manager.py', 'clarkerubber irwin::deepQueueManager.py', 'clarkerubber irwin::default_imports.py', 'clarkerubber irwin::env.py', 'clarkerubber irwin::legits.py', 'clarkerubber irwin::lichess-listener.py', 'clarkerubber irwin::lichessListener.py', 'clarkerubber irwin::main.py', 'clarkerubber irwin::modules/AnalysedGame.py', 'clarkerubber irwin::modules/AnalysedMove.py', 'clarkerubber irwin::modules/Api.py', 'clarkerubber irwin::modules/AssessedMove.py', 'clarkerubber irwin::modules/Game.py', 'clarkerubber irwin::modules/GameAnalysis.py', 'clarkerubber irwin::modules/IrwinReport.py', 'clarkerubber irwin::modules/PlayerAnalysis.py', 'clarkerubber irwin::modules/PlayerAssessment.py', 'clarkerubber irwin::modules/__init__.py', 'clarkerubber irwin::modules/api.py', 'clarkerubber irwin::modules/api/__init__.py', 'clarkerubber irwin::modules/api/api.py', 'clarkerubber irwin::modules/auth/Auth.py', 'clarkerubber irwin::modules/auth/Env.py', 'clarkerubber irwin::modules/auth/Priv.py', 'clarkerubber irwin::modules/auth/Token.py', 'clarkerubber irwin::modules/auth/User.py', 'clarkerubber irwin::modules/bcolors/__init__.py', 'clarkerubber irwin::modules/bcolors/bcolors.py', 'clarkerubber irwin::modules/client/Api.py', 'clarkerubber irwin::modules/client/Env.py', 'clarkerubber irwin::modules/client/Job.py', 'clarkerubber irwin::modules/core/AnalysedMove.py', 'clarkerubber irwin::modules/core/AssessedChunk.py', 'clarkerubber irwin::modules/core/AssessedMove.py', 'clarkerubber irwin::modules/core/Game.py', 'clarkerubber irwin::modules/core/GameAnalyses.py', 'clarkerubber irwin::modules/core/GameAnalysis.py', 'clarkerubber irwin::modules/core/GameAnalysisStore.py', 'clarkerubber irwin::modules/core/Games.py', 'clarkerubber irwin::modules/core/IrwinReport.py', 'clarkerubber irwin::modules/core/MoveAnalysis.py', 'clarkerubber irwin::modules/core/Player.py', 'clarkerubber irwin::modules/core/PlayerAnalysis.py', 'clarkerubber irwin::modules/core/PlayerAnalysisCollection.py', 'clarkerubber irwin::modules/core/PlayerAssessment.py', 'clarkerubber irwin::modules/core/PlayerAssessments.py', 'clarkerubber irwin::modules/core/PlayerEngineStatusBus.py', 'clarkerubber irwin::modules/core/PlayerQueue.py', 'clarkerubber irwin::modules/core/PositionAnalysis.py', 'clarkerubber irwin::modules/core/__init__.py', 'clarkerubber irwin::modules/core/analyse.py', 'clarkerubber irwin::modules/core/recentGames.py', 'clarkerubber irwin::modules/db/DBManager.py', 'clarkerubber irwin::modules/fishnet/__init__.py', 'clarkerubber irwin::modules/fishnet/fishnet.py', 'clarkerubber irwin::modules/game/AnalysedGame.py', 'clarkerubber irwin::modules/game/AnalysedMove.py', 'clarkerubber irwin::modules/game/AnalysedPosition.py', 'clarkerubber irwin::modules/game/Api.py', 'clarkerubber irwin::modules/game/Blurs.py', 'clarkerubber irwin::modules/game/Colour.py', 'clarkerubber irwin::modules/game/EngineEval.py', 'clarkerubber irwin::modules/game/EngineTools.py', 'clarkerubber irwin::modules/game/Env.py', 'clarkerubber irwin::modules/game/Game.py', 'clarkerubber irwin::modules/game/GameAnalysis.py', 'clarkerubber irwin::modules/game/GameAnalysisStore.py', 'clarkerubber irwin::modules/game/GameStore.py', 'clarkerubber irwin::modules/game/MoveAnalysis.py', 'clarkerubber irwin::modules/game/Player.py', 'clarkerubber irwin::modules/game/PositionAnalysis.py', 'clarkerubber irwin::modules/game/__init__.py', 'clarkerubber irwin::modules/http/__init__.py', 'clarkerubber irwin::modules/irwin/AnalysedGameActivation.py', 'clarkerubber irwin::modules/irwin/AnalysedGameModel.py', 'clarkerubber irwin::modules/irwin/AnalysisReport.py', 'clarkerubber irwin::modules/irwin/BasicGameActivation.py', 'clarkerubber irwin::modules/irwin/BasicGameModel.py', 'clarkerubber irwin::modules/irwin/BinaryGameModel.py', 'clarkerubber irwin::modules/irwin/ChunkAnalysis.py', 'clarkerubber irwin::modules/irwin/ChunkAssessment.py', 'clarkerubber irwin::modules/irwin/ConfidentGameAnalysisPivot.py', 'clarkerubber irwin::modules/irwin/Env.py', 'clarkerubber irwin::modules/irwin/Evaluation.py', 'clarkerubber irwin::modules/irwin/FalsePositives.py', 'clarkerubber irwin::modules/irwin/FalseReports.py', 'clarkerubber irwin::modules/irwin/GameAnalysisActivation.py', 'clarkerubber irwin::modules/irwin/GameAnalysisPlayerPivot.py', 'clarkerubber irwin::modules/irwin/GameAssessment.py', 'clarkerubber irwin::modules/irwin/GameBasicActivation.py', 'clarkerubber irwin::modules/irwin/GameCombinedAssessment.py', 'clarkerubber irwin::modules/irwin/GameModel.py', 'clarkerubber irwin::modules/irwin/GamePVAssessment.py', 'clarkerubber irwin::modules/irwin/GameReport.py', 'clarkerubber irwin::modules/irwin/GamesAssessment.py', 'clarkerubber irwin::modules/irwin/Irwin.py', 'clarkerubber irwin::modules/irwin/IrwinReport.py', 'clarkerubber irwin::modules/irwin/MoveAnalysis.py', 'clarkerubber irwin::modules/irwin/MoveAssessment.py', 'clarkerubber irwin::modules/irwin/MoveChunkAssessment.py', 'clarkerubber irwin::modules/irwin/MoveReport.py', 'clarkerubber irwin::modules/irwin/OverallAssessment.py', 'clarkerubber irwin::modules/irwin/PVAssessment.py', 'clarkerubber irwin::modules/irwin/PVDrawAssessment.py', 'clarkerubber irwin::modules/irwin/PVLosingAssessment.py', 'clarkerubber irwin::modules/irwin/PVOverallAssessment.py', 'clarkerubber irwin::modules/irwin/PlayerAssessment.py', 'clarkerubber irwin::modules/irwin/PlayerGameActivations.py', 'clarkerubber irwin::modules/irwin/PlayerGameWords.py', 'clarkerubber irwin::modules/irwin/PlayerModel.py', 'clarkerubber irwin::modules/irwin/PlayerPVAssessment.py', 'clarkerubber irwin::modules/irwin/PlayerReport.py', 'clarkerubber irwin::modules/irwin/Train.py', 'clarkerubber irwin::modules/irwin/TrainNetworks.py', 'clarkerubber irwin::modules/irwin/TrainingStats.py', 'clarkerubber irwin::modules/irwin/__init__.py', 'clarkerubber irwin::modules/irwin/models/chunks/__init__.py', 'clarkerubber irwin::modules/irwin/models/game-combined/__init__.py', 'clarkerubber irwin::modules/irwin/models/game-pvs/__init__.py', 'clarkerubber irwin::modules/irwin/models/games/__init__.py', 'clarkerubber irwin::modules/irwin/models/move-chunks/__init__.py', 'clarkerubber irwin::modules/irwin/models/moves/__init__.py', 'clarkerubber irwin::modules/irwin/models/overall-assessment/__init__.py', 'clarkerubber irwin::modules/irwin/models/player-pvs/__init__.py', 'clarkerubber irwin::modules/irwin/models/player/__init__.py', 'clarkerubber irwin::modules/irwin/models/players/__init__.py', 'clarkerubber irwin::modules/irwin/models/pvs-drawish/__init__.py', 'clarkerubber irwin::modules/irwin/models/pvs-losing/__init__.py', 'clarkerubber irwin::modules/irwin/models/pvs-overall/__init__.py', 'clarkerubber irwin::modules/irwin/models/pvs/__init__.py', 'clarkerubber irwin::modules/irwin/training/AnalysedGameActivation.py', 'clarkerubber irwin::modules/irwin/training/AnalysedModelTraining.py', 'clarkerubber irwin::modules/irwin/training/BasicGameActivation.py', 'clarkerubber irwin::modules/irwin/training/BasicModelTraining.py', 'clarkerubber irwin::modules/irwin/training/Env.py', 'clarkerubber irwin::modules/irwin/training/Evaluation.py', 'clarkerubber irwin::modules/irwin/training/Training.py', 'clarkerubber irwin::modules/irwin/updatePlayerAnalysisResults.py', 'clarkerubber irwin::modules/irwin/updatePlayerEngineStatus.py', 'clarkerubber irwin::modules/irwin/writeCSV.py', 'clarkerubber irwin::modules/lichess/Api.py', 'clarkerubber irwin::modules/lichess/Request.py', 'clarkerubber irwin::modules/queue/BasicPlayerQueue.py', 'clarkerubber irwin::modules/queue/DeepPlayerQueue.py', 'clarkerubber irwin::modules/queue/EngineQueue.py', 'clarkerubber irwin::modules/queue/Env.py', 'clarkerubber irwin::modules/queue/IrwinQueue.py', 'clarkerubber irwin::modules/queue/ModReport.py', 'clarkerubber irwin::modules/queue/Origin.py', 'clarkerubber irwin::modules/queue/Queue.py', 'clarkerubber irwin::modules/queue/Report.py', 'clarkerubber irwin::move-and-chunk-activations-dump.py', 'clarkerubber irwin::move-assessment-graphs.py', 'clarkerubber irwin::moveAssessmentGraphs.py', 'clarkerubber irwin::playerEngineStatusListener.py', 'clarkerubber irwin::pv-histograms.py', 'clarkerubber irwin::pv_histograms.py', 'clarkerubber irwin::scan-update.py', 'clarkerubber irwin::scanAndUpdate.py', 'clarkerubber irwin::test-training.py', 'clarkerubber irwin::test_training.py', 'clarkerubber irwin::tools.py', 'clarkerubber irwin::utils/UpdatePlayerDatabase.py', 'clarkerubber irwin::utils/buildAnalysedPositionTable.py', 'clarkerubber irwin::utils/buildAverageReport.py', 'clarkerubber irwin::utils/buildPositionAnalysisTable.py', 'clarkerubber irwin::utils/mongodb/addDateToPlayer.py', 'clarkerubber irwin::utils/mongodb/addGameAnalysedBool.py', 'clarkerubber irwin::utils/updatePlayerDatabase.py', 'clarkerubber irwin::webapp.py', 'clarkerubber irwin::webapp/DefaultResponse.py', 'clarkerubber irwin::webapp/Env.py', 'clarkerubber irwin::webapp/controllers/api/ApiBlueprint.py', 'clarkerubber irwin::webapp/controllers/api/blueprint.py']",112,65,0.21092278719397364,543,849,882,11261,0,16739,3204,1262,855,0,629,18,0,206,3003,0,0,65,923,3817,0,639,0,0,1435,498,43051,79056,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,112,0,0,0,0,0
Jared Winick,SE-engineer,1,0,0,13,['jaredwinick img2vec keras'],7.0,"['jaredwinick img2vec keras::examples/similarity.py', 'jaredwinick img2vec keras::img2vec-keras/__init__.py', 'jaredwinick img2vec keras::img2vec-keras/img_to_vec.py', 'jaredwinick img2vec keras::img2vec_keras/__init__.py', 'jaredwinick img2vec keras::img2vec_keras/img_to_vec.py', 'jaredwinick img2vec keras::img_to_vec.py', 'jaredwinick img2vec keras::setup.py']",3,2,0.23076923076923078,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Jaroslaw Szczepanski,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],,[],0,0,0.0,0,0,11,1,0,20,8,1,10,0,0,0,0,0,11,0,0,0,1,6,0,40,0,0,4,9,146,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jian Sheng,Hybrid-engineer,0,0,1,7,['neo ai neo ai dlr'],5.0,"['neo ai neo ai dlr::python/dlr/tf2_model.py', 'neo ai neo ai dlr::tests/python/unittest/test_tf2.py']",0,0,0.0,43,7,57,156,0,585,322,0,0,0,55,35,0,7,21,0,0,0,7,90,0,84,0,0,7,14,612,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jian Wang,SE-engineer,1,0,0,6,['iwangjian textsum gan'],2.0,[],0,0,0.0,60,0,0,15,5,95,15,0,0,0,10,15,0,0,10,0,0,0,0,66,0,0,1,0,35,40,397,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jianzhong Xu,SE-engineer,1,0,0,1,['neo ai neo ai dlr'],1.0,[],0,0,0.0,4,1,5,19,0,65,36,0,0,0,5,8,0,1,3,0,0,0,1,10,0,5,0,1,0,0,71,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jie Zhang,ML-engineer,0,1,0,22,['jiegzhan time series forecasting rnn tensorflow'],4.0,"['jiegzhan time series forecasting rnn tensorflow::build_model.py', 'jiegzhan time series forecasting rnn tensorflow::data_helper.py', 'jiegzhan time series forecasting rnn tensorflow::train.py', 'jiegzhan time series forecasting rnn tensorflow::train_predict.py']",0,0,0.0,0,0,12,8,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,24,18,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jieke Choo,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],,[],0,0,0.0,13,32,31,103,6,243,58,4,19,0,31,0,0,4,49,2,0,0,1,48,0,162,2,10,17,28,718,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jihyung Moon,SE-engineer,1,0,0,2,['Tiiiger bert score'],1.0,[],0,0,0.0,6,0,0,4,0,14,4,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jin Yong Jeffrey Yoo,SE-engineer,1,0,0,2,['Tiiiger bert score'],1.0,[],0,0,0.0,0,0,0,14,0,16,2,0,0,0,6,0,0,0,4,0,0,0,0,14,0,0,0,0,4,14,104,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
